,Dis No,Year,Neighbors,Total Deaths
1020,2017-0463-CHN,2017,2017-0287-CHN,12.0
1021,2017-0463-CHN,2017,2017-0372-CHN,40.0
1022,2017-0463-CHN,2017,2017-0398-CHN,16.0
1023,2017-0463-CHN,2017,2017-0476-CHN,18.0
1024,2017-0105-AUS,2017,2017-0562-AUS,
1025,2017-0352-CHN,2017,2017-0286-CHN,19.0
1026,2017-0352-CHN,2017,2017-0284-CHN,36.0
1027,2017-0352-CHN,2017,2017-0214-CHN,9.0
1028,2017-0352-CHN,2017,2017-0281-CHN,
1029,2017-0352-CHN,2017,2017-0326-CHN,
1030,2017-0352-CHN,2017,2017-0485-CHN,12.0
1031,2017-0381-DOM,2017,2017-0383-DOM,5.0
1032,2017-0352-HKG,2017,2017-0485-HKG,
1033,2017-0026-AFG,2017,2017-0027-AFG,73.0
1034,2017-0027-AFG,2017,2017-0026-AFG,50.0
1035,2017-0195-ARG,2017,2017-0104-ARG,
1036,2017-0195-ARG,2017,2017-0221-ARG,1.0
1037,2017-0104-ARG,2017,2016-0519-ARG,
1038,2017-0104-ARG,2017,2017-0195-ARG,
1039,2017-0104-ARG,2017,2017-0221-ARG,1.0
1040,2017-0221-ARG,2017,2017-0195-ARG,
1041,2017-0221-ARG,2017,2017-0104-ARG,
1042,2017-0562-AUS,2017,2017-0105-AUS,12.0
1043,2017-0360-AUT,2017,2017-0328-AUT,3.0
1044,2017-0139-BGD,2017,2017-0152-BGD,7.0
1045,2017-0152-BGD,2017,2017-0139-BGD,12.0
1046,2017-0126-CAN,2017,2017-0471-CAN,
1047,2017-0471-CAN,2017,2017-0126-CAN,2.0
1048,2017-0218-CHL,2017,2017-0185-CHL,4.0
1049,2017-0218-CHL,2017,2017-0055-CHL,3.0
1050,2017-0143-CHN,2017,2017-0286-CHN,19.0
1051,2017-0143-CHN,2017,2017-0284-CHN,36.0
1052,2017-0143-CHN,2017,2017-0214-CHN,9.0
1053,2017-0143-CHN,2017,2017-0110-CHN,7.0
1054,2017-0143-CHN,2017,2017-0281-CHN,
1055,2017-0214-CHN,2017,2017-0286-CHN,19.0
1056,2017-0214-CHN,2017,2017-0284-CHN,36.0
1057,2017-0214-CHN,2017,2017-0352-CHN,8.0
1058,2017-0214-CHN,2017,2017-0143-CHN,
1059,2017-0214-CHN,2017,2017-0110-CHN,7.0
1060,2017-0214-CHN,2017,2017-0281-CHN,
1061,2017-0214-CHN,2017,2017-0326-CHN,
1062,2017-0214-CHN,2017,2017-0485-CHN,12.0
1063,2017-0110-CHN,2017,2017-0143-CHN,
1064,2017-0110-CHN,2017,2017-0214-CHN,9.0
1065,2017-0113-CHN,2017,2016-0526-CHN,
1066,2017-0113-CHN,2017,2017-0124-CHN,8.0
1067,2017-0124-CHN,2017,2017-0331-CHN,29.0
1068,2017-0124-CHN,2017,2017-0113-CHN,
1069,2017-0513-CHN,2017,2017-0331-CHN,29.0
1070,2017-0332-CHN,2017,2017-0363-CHN,35.0
1071,2017-0332-CHN,2017,2017-0201-CHN,83.0
1072,2017-0363-CHN,2017,2017-0332-CHN,25.0
1073,2017-0363-CHN,2017,2017-0201-CHN,83.0
1074,2017-0201-CHN,2017,2017-0332-CHN,25.0
1075,2017-0201-CHN,2017,2017-0363-CHN,35.0
1076,2017-0281-CHN,2017,2017-0286-CHN,19.0
1077,2017-0281-CHN,2017,2017-0284-CHN,36.0
1078,2017-0281-CHN,2017,2017-0352-CHN,8.0
1079,2017-0281-CHN,2017,2017-0143-CHN,
1080,2017-0281-CHN,2017,2017-0214-CHN,9.0
1081,2017-0281-CHN,2017,2017-0326-CHN,
1082,2017-0281-CHN,2017,2017-0485-CHN,12.0
1083,2017-0326-CHN,2017,2017-0286-CHN,19.0
1084,2017-0326-CHN,2017,2017-0284-CHN,36.0
1085,2017-0326-CHN,2017,2017-0352-CHN,8.0
1086,2017-0326-CHN,2017,2017-0214-CHN,9.0
1087,2017-0326-CHN,2017,2017-0281-CHN,
1088,2017-0326-CHN,2017,2017-0485-CHN,12.0
1089,2017-0485-CHN,2017,2017-0286-CHN,19.0
1090,2017-0485-CHN,2017,2017-0284-CHN,36.0
1091,2017-0485-CHN,2017,2017-0352-CHN,8.0
1092,2017-0485-CHN,2017,2017-0214-CHN,9.0
1093,2017-0485-CHN,2017,2017-0281-CHN,
1094,2017-0485-CHN,2017,2017-0326-CHN,
1095,2017-0254-CHN,2017,2017-0187-CHN,10.0
1096,2017-0254-CHN,2017,2017-0261-CHN,1.0
1097,2017-0254-CHN,2017,2017-0169-CHN,1.0
1098,2017-0254-CHN,2017,2017-0245-CHN,78.0
1099,2017-0254-CHN,2017,2017-0264-CHN,13.0
1100,2017-0254-CHN,2017,2017-0287-CHN,12.0
1101,2017-0254-CHN,2017,2017-0372-CHN,40.0
1102,2017-0254-CHN,2017,2017-0398-CHN,16.0
1103,2017-0254-CHN,2017,2017-0476-CHN,18.0
1104,2017-0254-CHN,2017,2017-0568-CHN,8.0
1105,2017-0287-CHN,2017,2017-0187-CHN,10.0
1106,2017-0287-CHN,2017,2017-0261-CHN,1.0
1107,2017-0287-CHN,2017,2017-0169-CHN,1.0
1108,2017-0287-CHN,2017,2017-0245-CHN,78.0
1109,2017-0287-CHN,2017,2017-0264-CHN,13.0
1110,2017-0287-CHN,2017,2017-0463-CHN,23.0
1111,2017-0287-CHN,2017,2017-0254-CHN,11.0
1112,2017-0287-CHN,2017,2017-0372-CHN,40.0
1113,2017-0287-CHN,2017,2017-0398-CHN,16.0
1114,2017-0287-CHN,2017,2017-0476-CHN,18.0
1115,2017-0287-CHN,2017,2017-0568-CHN,8.0
1116,2017-0372-CHN,2017,2017-0187-CHN,10.0
1117,2017-0372-CHN,2017,2017-0261-CHN,1.0
1118,2017-0372-CHN,2017,2017-0169-CHN,1.0
1119,2017-0372-CHN,2017,2017-0245-CHN,78.0
1120,2017-0372-CHN,2017,2017-0264-CHN,13.0
1121,2017-0372-CHN,2017,2017-0463-CHN,23.0
1122,2017-0372-CHN,2017,2017-0254-CHN,11.0
1123,2017-0372-CHN,2017,2017-0287-CHN,12.0
1124,2017-0372-CHN,2017,2017-0398-CHN,16.0
1125,2017-0372-CHN,2017,2017-0476-CHN,18.0
1126,2017-0398-CHN,2017,2017-0187-CHN,10.0
1127,2017-0398-CHN,2017,2017-0261-CHN,1.0
1128,2017-0398-CHN,2017,2017-0245-CHN,78.0
1129,2017-0398-CHN,2017,2017-0264-CHN,13.0
1130,2017-0398-CHN,2017,2017-0463-CHN,23.0
1131,2017-0398-CHN,2017,2017-0254-CHN,11.0
1132,2017-0398-CHN,2017,2017-0287-CHN,12.0
1133,2017-0398-CHN,2017,2017-0372-CHN,40.0
1134,2017-0398-CHN,2017,2017-0476-CHN,18.0
1135,2017-0476-CHN,2017,2017-0187-CHN,10.0
1136,2017-0476-CHN,2017,2017-0261-CHN,1.0
1137,2017-0476-CHN,2017,2017-0169-CHN,1.0
1138,2017-0476-CHN,2017,2017-0245-CHN,78.0
1139,2017-0476-CHN,2017,2017-0264-CHN,13.0
1140,2017-0476-CHN,2017,2017-0463-CHN,23.0
1141,2017-0476-CHN,2017,2017-0254-CHN,11.0
1142,2017-0476-CHN,2017,2017-0287-CHN,12.0
1143,2017-0476-CHN,2017,2017-0372-CHN,40.0
1144,2017-0476-CHN,2017,2017-0398-CHN,16.0
1145,2017-0568-CHN,2017,2017-0187-CHN,10.0
1146,2017-0568-CHN,2017,2017-0261-CHN,1.0
1147,2017-0568-CHN,2017,2017-0169-CHN,1.0
1148,2017-0568-CHN,2017,2017-0245-CHN,78.0
1149,2017-0568-CHN,2017,2017-0264-CHN,13.0
1150,2017-0568-CHN,2017,2017-0254-CHN,11.0
1151,2017-0568-CHN,2017,2017-0287-CHN,12.0
1152,2017-0119-COL,2017,2017-0090-COL,329.0
1153,2017-0090-COL,2017,2017-0119-COL,20.0
1154,2017-0223-COL,2017,2016-0522-COL,6.0
1155,2017-0223-COL,2017,2017-0215-COL,12.0
1156,2017-0223-COL,2017,2017-0225-COL,
1157,2017-0225-COL,2017,2016-0522-COL,6.0
1158,2017-0225-COL,2017,2016-0533-COL,4.0
1159,2017-0225-COL,2017,2017-0215-COL,12.0
1160,2017-0225-COL,2017,2017-0223-COL,1.0
1161,2017-0565-DEU,2017,2017-0360-DEU,3.0
1162,2017-0196-GTM,2017,2017-0416-GTM,
1163,2017-0196-GTM,2017,2017-0450-GTM,
1164,2017-0416-GTM,2017,2017-0196-GTM,1.0
1165,2017-0416-GTM,2017,2017-0449-GTM,
1166,2017-0416-GTM,2017,2017-0450-GTM,
1167,2017-0449-GTM,2017,2017-0416-GTM,
1168,2017-0449-GTM,2017,2017-0450-GTM,
1169,2017-0450-GTM,2017,2017-0196-GTM,1.0
1170,2017-0450-GTM,2017,2017-0416-GTM,
1171,2017-0450-GTM,2017,2017-0449-GTM,
1172,2017-0485-HKG,2017,2017-0352-HKG,
1173,2018-0002-FRA,2018,2018-0025-FRA,
1174,2018-0040-BRA,2018,2018-0112-BRA,3.0
1175,2018-0203-BGD,2018,2018-0158-BGD,21.0
1176,2018-0439-ARG,2018,2019-0008-ARG,4.0
1177,2018-0282-CHN,2018,2018-0198-CHN,112.0
1178,2018-0282-CHN,2018,2018-0159-CHN,5.0
1179,2018-0282-CHN,2018,2018-0210-CHN,77.0
1180,2018-0282-CHN,2018,2018-0211-CHN,2.0
1181,2018-0282-CHN,2018,2018-0250-CHN,3.0
1182,2018-0282-CHN,2018,2018-0252-CHN,16.0
1183,2018-0282-CHN,2018,2018-0369-CHN,18.0
1184,2018-0198-CHN,2018,2018-0282-CHN,11.0
1185,2018-0198-CHN,2018,2018-0159-CHN,5.0
1186,2018-0198-CHN,2018,2018-0210-CHN,77.0
1187,2018-0198-CHN,2018,2018-0211-CHN,2.0
1188,2018-0198-CHN,2018,2018-0250-CHN,3.0
1189,2018-0198-CHN,2018,2018-0252-CHN,16.0
1190,2018-0198-CHN,2018,2018-0369-CHN,18.0
1191,2018-0053-CHN,2018,2018-0118-CHN,14.0
1192,2018-0053-CHN,2018,2018-0050-CHN,21.0
1193,2018-0285-CHN,2018,2018-0305-CHN,2.0
1194,2018-0285-CHN,2018,2018-0347-CHN,3.0
1195,2018-0285-CHN,2018,2018-0348-CHN,53.0
1196,2018-0285-CHN,2018,2018-0201-CHN,14.0
1197,2018-0285-CHN,2018,2018-0287-CHN,1.0
1198,2018-0285-CHN,2018,2018-0309-CHN,
1199,2018-0285-CHN,2018,2018-0341-CHN,
1200,2018-0305-CHN,2018,2018-0285-CHN,
1201,2018-0305-CHN,2018,2018-0347-CHN,3.0
1202,2018-0305-CHN,2018,2018-0348-CHN,53.0
1203,2018-0305-CHN,2018,2018-0201-CHN,14.0
1204,2018-0305-CHN,2018,2018-0287-CHN,1.0
1205,2018-0305-CHN,2018,2018-0309-CHN,
1206,2018-0305-CHN,2018,2018-0341-CHN,
1207,2018-0347-CHN,2018,2018-0285-CHN,
1208,2018-0347-CHN,2018,2018-0305-CHN,2.0
1209,2018-0347-CHN,2018,2018-0348-CHN,53.0
1210,2018-0347-CHN,2018,2018-0201-CHN,14.0
1211,2018-0347-CHN,2018,2018-0287-CHN,1.0
1212,2018-0347-CHN,2018,2018-0309-CHN,
1213,2018-0347-CHN,2018,2018-0341-CHN,
1214,2018-0348-CHN,2018,2018-0285-CHN,
1215,2018-0348-CHN,2018,2018-0305-CHN,2.0
1216,2018-0348-CHN,2018,2018-0347-CHN,3.0
1217,2018-0348-CHN,2018,2018-0201-CHN,14.0
1218,2018-0348-CHN,2018,2018-0287-CHN,1.0
1219,2018-0348-CHN,2018,2018-0309-CHN,
1220,2018-0348-CHN,2018,2018-0341-CHN,
1221,2018-0101-FJI,2018,2018-0194-FJI,
1222,2018-0350-AFG,2018,2018-0156-AFG,72.0
1223,2018-0350-AFG,2018,2018-0212-AFG,18.0
1224,2018-0156-AFG,2018,2018-0350-AFG,11.0
1225,2018-0156-AFG,2018,2018-0212-AFG,18.0
1226,2018-0212-AFG,2018,2018-0350-AFG,11.0
1227,2018-0212-AFG,2018,2018-0156-AFG,72.0
1228,2018-0038-ARG,2018,2018-0074-ARG,
1229,2018-0074-ARG,2018,2018-0038-ARG,
1230,2018-0065-BDI,2018,2018-0163-BDI,
1231,2018-0163-BDI,2018,2018-0065-BDI,
1232,2018-0163-BDI,2018,2018-0479-BDI,
1233,2018-0479-BDI,2018,2018-0163-BDI,
1234,2018-0158-BGD,2018,2018-0203-BGD,14.0
1235,2018-0112-BRA,2018,2018-0040-BRA,4.0
1236,2018-0118-CHN,2018,2018-0053-CHN,2.0
1237,2018-0118-CHN,2018,2018-0050-CHN,21.0
1238,2018-0050-CHN,2018,2018-0053-CHN,2.0
1239,2018-0050-CHN,2018,2018-0118-CHN,14.0
1240,2018-0474-CHN,2018,2018-0341-CHN,
1241,2018-0215-CHN,2018,2018-0323-CHN,
1242,2018-0323-CHN,2018,2018-0215-CHN,
1243,2018-0201-CHN,2018,2018-0285-CHN,
1244,2018-0201-CHN,2018,2018-0305-CHN,2.0
1245,2018-0201-CHN,2018,2018-0347-CHN,3.0
1246,2018-0201-CHN,2018,2018-0348-CHN,53.0
1247,2018-0201-CHN,2018,2018-0287-CHN,1.0
1248,2018-0201-CHN,2018,2018-0309-CHN,
1249,2018-0201-CHN,2018,2018-0341-CHN,
1250,2018-0287-CHN,2018,2018-0285-CHN,
1251,2018-0287-CHN,2018,2018-0305-CHN,2.0
1252,2018-0287-CHN,2018,2018-0347-CHN,3.0
1253,2018-0287-CHN,2018,2018-0348-CHN,53.0
1254,2018-0287-CHN,2018,2018-0201-CHN,14.0
1255,2018-0287-CHN,2018,2018-0309-CHN,
1256,2018-0287-CHN,2018,2018-0341-CHN,
1257,2018-0309-CHN,2018,2018-0285-CHN,
1258,2018-0309-CHN,2018,2018-0305-CHN,2.0
1259,2018-0309-CHN,2018,2018-0347-CHN,3.0
1260,2018-0309-CHN,2018,2018-0348-CHN,53.0
1261,2018-0309-CHN,2018,2018-0201-CHN,14.0
1262,2018-0309-CHN,2018,2018-0287-CHN,1.0
1263,2018-0309-CHN,2018,2018-0341-CHN,
1264,2018-0341-CHN,2018,2018-0285-CHN,
1265,2018-0341-CHN,2018,2018-0305-CHN,2.0
1266,2018-0341-CHN,2018,2018-0347-CHN,3.0
1267,2018-0341-CHN,2018,2018-0348-CHN,53.0
1268,2018-0341-CHN,2018,2018-0474-CHN,
1269,2018-0341-CHN,2018,2018-0201-CHN,14.0
1270,2018-0341-CHN,2018,2018-0287-CHN,1.0
1271,2018-0341-CHN,2018,2018-0309-CHN,
1272,2018-0159-CHN,2018,2018-0282-CHN,11.0
1273,2018-0159-CHN,2018,2018-0198-CHN,112.0
1274,2018-0159-CHN,2018,2018-0210-CHN,77.0
1275,2018-0159-CHN,2018,2018-0211-CHN,2.0
1276,2018-0159-CHN,2018,2018-0250-CHN,3.0
1277,2018-0159-CHN,2018,2018-0252-CHN,16.0
1278,2018-0159-CHN,2018,2018-0369-CHN,18.0
1279,2018-0210-CHN,2018,2018-0282-CHN,11.0
1280,2018-0210-CHN,2018,2018-0198-CHN,112.0
1281,2018-0210-CHN,2018,2018-0159-CHN,5.0
1282,2018-0210-CHN,2018,2018-0211-CHN,2.0
1283,2018-0210-CHN,2018,2018-0250-CHN,3.0
1284,2018-0210-CHN,2018,2018-0252-CHN,16.0
1285,2018-0210-CHN,2018,2018-0369-CHN,18.0
1286,2018-0211-CHN,2018,2018-0282-CHN,11.0
1287,2018-0211-CHN,2018,2018-0198-CHN,112.0
1288,2018-0211-CHN,2018,2018-0159-CHN,5.0
1289,2018-0211-CHN,2018,2018-0210-CHN,77.0
1290,2018-0211-CHN,2018,2018-0250-CHN,3.0
1291,2018-0211-CHN,2018,2018-0252-CHN,16.0
1292,2018-0211-CHN,2018,2018-0369-CHN,18.0
1293,2018-0250-CHN,2018,2018-0282-CHN,11.0
1294,2018-0250-CHN,2018,2018-0198-CHN,112.0
1295,2018-0250-CHN,2018,2018-0159-CHN,5.0
1296,2018-0250-CHN,2018,2018-0210-CHN,77.0
1297,2018-0250-CHN,2018,2018-0211-CHN,2.0
1298,2018-0250-CHN,2018,2018-0252-CHN,16.0
1299,2018-0250-CHN,2018,2018-0369-CHN,18.0
1300,2018-0252-CHN,2018,2018-0282-CHN,11.0
1301,2018-0252-CHN,2018,2018-0198-CHN,112.0
1302,2018-0252-CHN,2018,2018-0159-CHN,5.0
1303,2018-0252-CHN,2018,2018-0210-CHN,77.0
1304,2018-0252-CHN,2018,2018-0211-CHN,2.0
1305,2018-0252-CHN,2018,2018-0250-CHN,3.0
1306,2018-0252-CHN,2018,2018-0369-CHN,18.0
1307,2018-0369-CHN,2018,2018-0282-CHN,11.0
1308,2018-0369-CHN,2018,2018-0198-CHN,112.0
1309,2018-0369-CHN,2018,2018-0159-CHN,5.0
1310,2018-0369-CHN,2018,2018-0210-CHN,77.0
1311,2018-0369-CHN,2018,2018-0211-CHN,2.0
1312,2018-0369-CHN,2018,2018-0250-CHN,3.0
1313,2018-0369-CHN,2018,2018-0252-CHN,16.0
1314,2018-0373-CUB,2018,2019-0025-CUB,6.0
1315,2018-0361-ESP,2018,2019-0015-ESP,4.0
1316,2018-0194-FJI,2018,2018-0101-FJI,7.0
1317,2018-0025-FRA,2018,2018-0002-FRA,6.0
1318,2019-0073-BOL,2019,2019-0037-BOL,
1319,2019-0050-AFG,2019,2019-0082-AFG,63.0
1320,2019-0050-AFG,2019,2019-0125-AFG,35.0
1321,2019-0050-AFG,2019,2019-0143-AFG,16.0
1322,2019-0216-AFG,2019,2019-0082-AFG,63.0
1323,2019-0216-AFG,2019,2019-0255-AFG,24.0
1324,2019-0216-AFG,2019,2019-0125-AFG,35.0
1325,2019-0216-AFG,2019,2019-0143-AFG,16.0
1326,2019-0082-AFG,2019,2019-0050-AFG,30.0
1327,2019-0082-AFG,2019,2019-0216-AFG,3.0
1328,2019-0082-AFG,2019,2019-0255-AFG,24.0
1329,2019-0082-AFG,2019,2019-0125-AFG,35.0
1330,2019-0082-AFG,2019,2019-0143-AFG,16.0
1331,2019-0287-BIH,2019,2019-0194-BIH,1.0
1332,2019-0100-BRA,2019,2019-0146-BRA,10.0
1333,2019-0100-BRA,2019,2019-0008-BRA,4.0
1334,2019-0100-BRA,2019,2019-0309-BRA,7.0
1335,2019-0146-BRA,2019,2019-0100-BRA,12.0
1336,2019-0146-BRA,2019,2019-0008-BRA,4.0
1337,2019-0146-BRA,2019,2019-0309-BRA,7.0
1338,2019-0146-BRA,2019,2019-0368-BRA,12.0
1339,2019-0159-COL,2019,2019-0075-COL,
1340,2019-0015-ESP,2019,2018-0361-ESP,13.0
1341,2019-0008-ARG,2019,2018-0439-ARG,
1342,2019-0008-ARG,2019,2019-0185-ARG,2.0
1343,2019-0008-BRA,2019,2019-0100-BRA,12.0
1344,2019-0008-BRA,2019,2019-0146-BRA,10.0
1345,2019-0255-AFG,2019,2019-0216-AFG,3.0
1346,2019-0255-AFG,2019,2019-0082-AFG,63.0
1347,2019-0255-AFG,2019,2019-0125-AFG,35.0
1348,2019-0255-AFG,2019,2019-0143-AFG,16.0
1349,2019-0125-AFG,2019,2019-0050-AFG,30.0
1350,2019-0125-AFG,2019,2019-0216-AFG,3.0
1351,2019-0125-AFG,2019,2019-0082-AFG,63.0
1352,2019-0125-AFG,2019,2019-0255-AFG,24.0
1353,2019-0125-AFG,2019,2019-0143-AFG,16.0
1354,2019-0143-AFG,2019,2019-0050-AFG,30.0
1355,2019-0143-AFG,2019,2019-0216-AFG,3.0
1356,2019-0143-AFG,2019,2019-0082-AFG,63.0
1357,2019-0143-AFG,2019,2019-0255-AFG,24.0
1358,2019-0143-AFG,2019,2019-0125-AFG,35.0
1359,2019-0070-AGO,2019,2019-0123-AGO,19.0
1360,2019-0070-AGO,2019,2019-0666-AGO,41.0
1361,2019-0123-AGO,2019,2019-0070-AGO,11.0
1362,2019-0123-AGO,2019,2019-0666-AGO,41.0
1363,2019-0232-ALB,2019,2019-0444-ALB,
1364,2019-0185-ARG,2019,2019-0008-ARG,4.0
1365,2019-0185-ARG,2019,2019-0206-ARG,
1366,2019-0206-ARG,2019,2019-0185-ARG,2.0
1367,2019-0296-BEL,2019,2019-0366-BEL,400.0
1368,2019-0296-BEL,2019,2019-0650-BEL,188.0
1369,2019-0144-BGD,2019,2019-0164-BGD,39.0
1370,2019-0164-BGD,2019,2019-0144-BGD,15.0
1371,2019-0194-BIH,2019,2019-0287-BIH,
1372,2019-0037-BOL,2019,2019-0073-BOL,60.0
1373,2019-0309-BRA,2019,2019-0100-BRA,12.0
1374,2019-0309-BRA,2019,2019-0146-BRA,10.0
1375,2019-0309-BRA,2019,2019-0368-BRA,12.0
1376,2019-0291-CHN,2019,2019-0387-CHN,72.0
1377,2019-0291-CHN,2019,2019-0424-CHN,
1378,2019-0291-CHN,2019,2019-0472-CHN,3.0
1379,2019-0259-CHN,2019,2019-0520-CHN,1.0
1380,2019-0161-CHN,2019,2019-0209-CHN,300.0
1381,2019-0161-CHN,2019,2019-0469-CHN,
1382,2019-0161-CHN,2019,2019-0333-CHN,17.0
1383,2019-0209-CHN,2019,2019-0161-CHN,11.0
1384,2019-0209-CHN,2019,2019-0381-CHN,13.0
1385,2019-0209-CHN,2019,2019-0469-CHN,
1386,2019-0209-CHN,2019,2019-0333-CHN,17.0
1387,2019-0211-COG,2019,2019-0079-COG,
1388,2019-0211-COG,2019,2019-0212-COG,3559.0
1389,2019-0079-COG,2019,2019-0211-COG,260.0
1390,2019-0079-COG,2019,2019-0212-COG,3559.0
1391,2019-0212-COG,2019,2019-0211-COG,260.0
1392,2019-0212-COG,2019,2019-0079-COG,
1393,2019-0075-COL,2019,2019-0159-COL,14.0
1394,2019-0025-CUB,2019,2018-0373-CUB,
1395,2019-0296-DEU,2019,2019-0366-DEU,
1396,2019-0243-ECU,2019,2019-0475-ECU,
1397,2016-0424-MEX,2016,2016-0325-MEX,3.0
1398,2016-0424-MEX,2016,2016-0333-MEX,5.0
1399,2016-0424-MEX,2016,2016-0332-MEX,13.0
1400,2016-0356-HND,2016,2017-0227-HND,7.0
1401,2016-0345-IDN,2016,2016-0306-IDN,
1402,2016-0345-IDN,2016,2016-0425-IDN,2.0
1403,2016-0345-IDN,2016,2016-0525-IDN,10.0
1404,2016-0345-IDN,2016,2016-0527-IDN,
1405,2016-0345-IDN,2016,2016-0479-IDN,5.0
1406,2016-0425-IDN,2016,2016-0306-IDN,
1407,2016-0425-IDN,2016,2016-0345-IDN,53.0
1408,2016-0425-IDN,2016,2016-0525-IDN,10.0
1409,2016-0425-IDN,2016,2016-0527-IDN,
1410,2016-0425-IDN,2016,2016-0479-IDN,5.0
1411,2016-0525-IDN,2016,2016-0345-IDN,53.0
1412,2016-0525-IDN,2016,2016-0425-IDN,2.0
1413,2016-0525-IDN,2016,2016-0527-IDN,
1414,2016-0525-IDN,2016,2016-0479-IDN,5.0
1415,2016-0525-IDN,2016,2017-0059-IDN,2.0
1416,2016-0527-IDN,2016,2016-0345-IDN,53.0
1417,2016-0527-IDN,2016,2016-0425-IDN,2.0
1418,2016-0527-IDN,2016,2016-0525-IDN,10.0
1419,2016-0527-IDN,2016,2016-0479-IDN,5.0
1420,2016-0527-IDN,2016,2017-0111-IDN,8.0
1421,2016-0527-IDN,2016,2017-0059-IDN,2.0
1422,2016-0382-JPN,2016,2016-0324-JPN,22.0
1423,2016-0382-JPN,2016,2016-0390-JPN,1.0
1424,2016-0382-JPN,2016,2016-0361-JPN,
1425,2016-0325-MEX,2016,2016-0424-MEX,2.0
1426,2016-0325-MEX,2016,2016-0333-MEX,5.0
1427,2016-0325-MEX,2016,2016-0332-MEX,13.0
1428,2016-0375-PAK,2016,2016-0270-PAK,26.0
1429,2016-0375-PAK,2016,2016-0240-PAK,46.0
1430,2016-0375-PAK,2016,2016-0554-PAK,22.0
1431,2016-0375-PAK,2016,2016-0387-PAK,10.0
1432,2016-0553-PAK,2016,2016-0112-PAK,92.0
1433,2016-0554-PAK,2016,2016-0270-PAK,26.0
1434,2016-0554-PAK,2016,2016-0240-PAK,46.0
1435,2016-0554-PAK,2016,2016-0375-PAK,32.0
1436,2016-0554-PAK,2016,2016-0387-PAK,10.0
1437,2016-0456-PHL,2016,2016-0490-PHL,
1438,2016-0456-PHL,2016,2016-0342-PHL,
1439,2016-0456-PHL,2016,2016-0363-PHL,
1440,2016-0456-PHL,2016,2016-0364-PHL,8.0
1441,2016-0456-PHL,2016,2016-0503-PHL,24.0
1442,2016-0371-PHL,2016,2016-0256-PHL,2.0
1443,2016-0371-PHL,2016,2016-0490-PHL,
1444,2016-0371-PHL,2016,2016-0342-PHL,
1445,2016-0371-PHL,2016,2016-0363-PHL,
1446,2016-0371-PHL,2016,2016-0364-PHL,8.0
1447,2016-0485-IND,2016,2017-0570-IND,4.0
1448,2016-0324-JPN,2016,2016-0382-JPN,2.0
1449,2016-0324-JPN,2016,2016-0390-JPN,1.0
1450,2016-0324-JPN,2016,2016-0361-JPN,
1451,2016-0390-JPN,2016,2016-0382-JPN,2.0
1452,2016-0390-JPN,2016,2016-0324-JPN,22.0
1453,2016-0390-JPN,2016,2016-0361-JPN,
1454,2016-0319-MEX,2016,2016-0284-MEX,54.0
1455,2016-0490-PHL,2016,2016-0256-PHL,2.0
1456,2016-0490-PHL,2016,2016-0456-PHL,
1457,2016-0490-PHL,2016,2016-0371-PHL,
1458,2016-0490-PHL,2016,2016-0342-PHL,
1459,2016-0490-PHL,2016,2016-0363-PHL,
1460,2016-0490-PHL,2016,2016-0364-PHL,8.0
1461,2016-0490-PHL,2016,2016-0503-PHL,24.0
1462,2016-0479-IDN,2016,2016-0345-IDN,53.0
1463,2016-0479-IDN,2016,2016-0425-IDN,2.0
1464,2016-0479-IDN,2016,2016-0525-IDN,10.0
1465,2016-0479-IDN,2016,2016-0527-IDN,
1466,2016-0479-IDN,2016,2017-0059-IDN,2.0
1467,2016-0391-IND,2016,2016-0239-IND,61.0
1468,2016-0391-IND,2016,2016-0267-IND,50.0
1469,2016-0391-IND,2016,2016-0271-IND,254.0
1470,2016-0391-IND,2016,2016-0276-IND,184.0
1471,2016-0391-IND,2016,2016-0304-IND,37.0
1472,2016-0391-IND,2016,2016-0554-IND,34.0
1473,2016-0554-IND,2016,2016-0139-IND,18.0
1474,2016-0554-IND,2016,2016-0239-IND,61.0
1475,2016-0554-IND,2016,2016-0267-IND,50.0
1476,2016-0554-IND,2016,2016-0271-IND,254.0
1477,2016-0554-IND,2016,2016-0276-IND,184.0
1478,2016-0554-IND,2016,2016-0304-IND,37.0
1479,2016-0554-IND,2016,2016-0391-IND,28.0
1480,2016-0313-ITA,2016,2016-0357-ITA,1.0
1481,2016-0313-ITA,2016,2016-0358-ITA,
1482,2016-0357-ITA,2016,2016-0313-ITA,296.0
1483,2016-0357-ITA,2016,2016-0358-ITA,
1484,2016-0357-ITA,2016,2017-0015-ITA,29.0
1485,2016-0358-ITA,2016,2016-0313-ITA,296.0
1486,2016-0358-ITA,2016,2016-0357-ITA,1.0
1487,2016-0358-ITA,2016,2017-0015-ITA,29.0
1488,2016-0361-JPN,2016,2016-0382-JPN,2.0
1489,2016-0361-JPN,2016,2016-0324-JPN,22.0
1490,2016-0361-JPN,2016,2016-0390-JPN,1.0
1491,2016-0333-MEX,2016,2016-0424-MEX,2.0
1492,2016-0333-MEX,2016,2016-0325-MEX,3.0
1493,2016-0333-MEX,2016,2016-0332-MEX,13.0
1494,2016-0332-MEX,2016,2016-0424-MEX,2.0
1495,2016-0332-MEX,2016,2016-0325-MEX,3.0
1496,2016-0332-MEX,2016,2016-0333-MEX,5.0
1497,2016-0369-MMR,2016,2016-0232-MMR,14.0
