,Dis No,Year,Neighbors,Total Deaths
505,2015-0155-USA,2015,2015-0073-USA,30.0
506,2015-0155-USA,2015,2015-0122-USA,13.0
507,2015-0180-USA,2015,2015-0211-USA,4.0
508,2015-0180-USA,2015,2015-0155-USA,4.0
509,2015-0180-USA,2015,2015-0245-USA,
510,2015-0180-USA,2015,2015-0138-USA,3.0
511,2015-0180-USA,2015,2015-0326-USA,4.0
512,2015-0180-USA,2015,2015-0123-USA,1.0
513,2015-0180-USA,2015,2015-0400-USA,4.0
514,2015-0180-USA,2015,2015-0046-USA,10.0
515,2015-0180-USA,2015,2015-0177-USA,6.0
516,2015-0180-USA,2015,2015-0073-USA,30.0
517,2015-0180-USA,2015,2015-0122-USA,13.0
518,2015-0245-USA,2015,2015-0211-USA,4.0
519,2015-0245-USA,2015,2015-0155-USA,4.0
520,2015-0245-USA,2015,2015-0180-USA,1.0
521,2015-0245-USA,2015,2015-0138-USA,3.0
522,2015-0245-USA,2015,2015-0326-USA,4.0
523,2015-0245-USA,2015,2015-0123-USA,1.0
524,2015-0245-USA,2015,2015-0400-USA,4.0
525,2015-0245-USA,2015,2015-0177-USA,6.0
526,2015-0245-USA,2015,2015-0122-USA,13.0
527,2015-0138-USA,2015,2015-0211-USA,4.0
528,2015-0138-USA,2015,2015-0155-USA,4.0
529,2015-0138-USA,2015,2015-0180-USA,1.0
530,2015-0138-USA,2015,2015-0245-USA,
531,2015-0138-USA,2015,2015-0326-USA,4.0
532,2015-0138-USA,2015,2015-0123-USA,1.0
533,2015-0138-USA,2015,2015-0046-USA,10.0
534,2015-0138-USA,2015,2015-0072-USA,22.0
535,2015-0138-USA,2015,2015-0026-USA,2.0
536,2015-0138-USA,2015,2015-0177-USA,6.0
537,2015-0138-USA,2015,2015-0025-USA,15.0
538,2015-0138-USA,2015,2015-0073-USA,30.0
539,2015-0138-USA,2015,2015-0122-USA,13.0
540,2015-0326-USA,2015,2015-0211-USA,4.0
541,2015-0326-USA,2015,2015-0488-USA,6.0
542,2015-0326-USA,2015,2015-0155-USA,4.0
543,2015-0326-USA,2015,2015-0180-USA,1.0
544,2015-0326-USA,2015,2015-0245-USA,
545,2015-0326-USA,2015,2015-0138-USA,3.0
546,2015-0326-USA,2015,2015-0400-USA,4.0
547,2015-0326-USA,2015,2015-0459-USA,25.0
548,2015-0326-USA,2015,2015-0177-USA,6.0
549,2015-0292-VNM,2015,2015-0460-VNM,2.0
550,2015-0535-COD,2015,2015-0536-COD,31.0
551,2015-0535-COD,2015,2015-0549-COD,
552,2015-0401-USA,2015,2015-0421-USA,4.0
553,2015-0401-USA,2015,2015-0613-USA,3.0
554,2015-0401-USA,2015,2015-0312-USA,1.0
555,2015-0123-USA,2015,2014-0482-USA,3.0
556,2015-0123-USA,2015,2015-0211-USA,4.0
557,2015-0123-USA,2015,2015-0155-USA,4.0
558,2015-0123-USA,2015,2015-0180-USA,1.0
559,2015-0123-USA,2015,2015-0245-USA,
560,2015-0123-USA,2015,2015-0138-USA,3.0
561,2015-0123-USA,2015,2015-0046-USA,10.0
562,2015-0123-USA,2015,2015-0072-USA,22.0
563,2015-0123-USA,2015,2015-0026-USA,2.0
564,2015-0123-USA,2015,2015-0177-USA,6.0
565,2015-0123-USA,2015,2015-0025-USA,15.0
566,2015-0123-USA,2015,2015-0073-USA,30.0
567,2015-0123-USA,2015,2015-0122-USA,13.0
568,2015-0400-USA,2015,2015-0211-USA,4.0
569,2015-0400-USA,2015,2015-0488-USA,6.0
570,2015-0400-USA,2015,2015-0180-USA,1.0
571,2015-0400-USA,2015,2015-0245-USA,
572,2015-0400-USA,2015,2015-0326-USA,4.0
573,2015-0400-USA,2015,2015-0531-USA,18.0
574,2015-0400-USA,2015,2015-0459-USA,25.0
575,2015-0400-USA,2015,2015-0177-USA,6.0
576,2015-0565-USA,2015,2015-0431-USA,19.0
577,2015-0565-USA,2015,2016-0552-USA,5.0
578,2015-0046-USA,2015,2014-0482-USA,3.0
579,2015-0046-USA,2015,2014-0459-USA,13.0
580,2015-0046-USA,2015,2015-0211-USA,4.0
581,2015-0046-USA,2015,2015-0155-USA,4.0
582,2015-0046-USA,2015,2015-0180-USA,1.0
583,2015-0046-USA,2015,2015-0138-USA,3.0
584,2015-0046-USA,2015,2015-0123-USA,1.0
585,2015-0046-USA,2015,2015-0072-USA,22.0
586,2015-0046-USA,2015,2015-0026-USA,2.0
587,2015-0046-USA,2015,2015-0177-USA,6.0
588,2015-0046-USA,2015,2015-0025-USA,15.0
589,2015-0046-USA,2015,2015-0073-USA,30.0
590,2015-0046-USA,2015,2015-0122-USA,13.0
591,2015-0072-USA,2015,2014-0482-USA,3.0
592,2015-0072-USA,2015,2014-0444-USA,2.0
593,2015-0072-USA,2015,2014-0459-USA,13.0
594,2015-0072-USA,2015,2015-0155-USA,4.0
595,2015-0072-USA,2015,2015-0138-USA,3.0
596,2015-0072-USA,2015,2015-0123-USA,1.0
597,2015-0072-USA,2015,2015-0046-USA,10.0
598,2015-0072-USA,2015,2015-0026-USA,2.0
599,2015-0072-USA,2015,2015-0025-USA,15.0
600,2015-0072-USA,2015,2015-0073-USA,30.0
601,2015-0072-USA,2015,2015-0122-USA,13.0
602,2015-0339-TWN,2015,2015-0244-TWN,
603,2015-0339-TWN,2015,2015-0458-TWN,3.0
604,2015-0558-USA,2015,2015-0488-USA,6.0
605,2015-0558-USA,2015,2015-0531-USA,18.0
606,2015-0558-USA,2015,2015-0459-USA,25.0
607,2015-0558-USA,2015,2016-0012-USA,
608,2015-0558-USA,2015,2016-0086-USA,1.0
609,2015-0558-USA,2015,2016-0087-USA,
610,2015-0558-USA,2015,2016-0085-USA,7.0
611,2015-0558-USA,2015,2016-0010-USA,50.0
612,2015-0558-USA,2015,2016-0051-USA,10.0
613,2015-0531-USA,2015,2015-0488-USA,6.0
614,2015-0531-USA,2015,2015-0400-USA,4.0
615,2015-0531-USA,2015,2015-0558-USA,50.0
616,2015-0531-USA,2015,2015-0459-USA,25.0
617,2015-0531-USA,2015,2016-0012-USA,
618,2015-0531-USA,2015,2016-0010-USA,50.0
619,2015-0531-USA,2015,2016-0051-USA,10.0
620,2015-0459-USA,2015,2015-0488-USA,6.0
621,2015-0459-USA,2015,2015-0326-USA,4.0
622,2015-0459-USA,2015,2015-0400-USA,4.0
623,2015-0459-USA,2015,2015-0558-USA,50.0
624,2015-0459-USA,2015,2015-0531-USA,18.0
625,2015-0459-USA,2015,2016-0012-USA,
626,2015-0459-USA,2015,2016-0010-USA,50.0
627,2015-0494-YEM,2015,2015-0484-YEM,8.0
628,2015-0026-USA,2015,2014-0482-USA,3.0
629,2015-0026-USA,2015,2014-0444-USA,2.0
630,2015-0026-USA,2015,2014-0459-USA,13.0
631,2015-0026-USA,2015,2015-0155-USA,4.0
632,2015-0026-USA,2015,2015-0138-USA,3.0
633,2015-0026-USA,2015,2015-0123-USA,1.0
634,2015-0026-USA,2015,2015-0046-USA,10.0
635,2015-0026-USA,2015,2015-0072-USA,22.0
636,2015-0026-USA,2015,2015-0025-USA,15.0
637,2015-0026-USA,2015,2015-0073-USA,30.0
638,2015-0026-USA,2015,2015-0122-USA,13.0
639,2015-0212-USA,2015,2015-0186-USA,16.0
640,2015-0212-USA,2015,2015-0399-USA,
641,2015-0244-TWN,2015,2015-0339-TWN,6.0
642,2015-0244-TWN,2015,2015-0458-TWN,3.0
643,2015-0458-TWN,2015,2015-0339-TWN,6.0
644,2015-0458-TWN,2015,2015-0244-TWN,
645,2015-0540-TZA,2015,2015-0541-TZA,40.0
646,2015-0541-TZA,2015,2015-0540-TZA,542.0
647,2015-0363-URY,2015,2015-0498-URY,
648,2015-0551-URY,2015,2015-0498-URY,
649,2015-0498-URY,2015,2015-0363-URY,
650,2015-0498-URY,2015,2015-0551-URY,2.0
651,2015-0177-USA,2015,2015-0211-USA,4.0
652,2015-0177-USA,2015,2015-0155-USA,4.0
653,2015-0177-USA,2015,2015-0180-USA,1.0
654,2015-0177-USA,2015,2015-0245-USA,
655,2015-0177-USA,2015,2015-0138-USA,3.0
656,2015-0177-USA,2015,2015-0326-USA,4.0
657,2015-0177-USA,2015,2015-0123-USA,1.0
658,2015-0177-USA,2015,2015-0400-USA,4.0
659,2015-0177-USA,2015,2015-0046-USA,10.0
660,2015-0177-USA,2015,2015-0073-USA,30.0
661,2015-0177-USA,2015,2015-0122-USA,13.0
662,2015-0025-USA,2015,2014-0482-USA,3.0
663,2015-0025-USA,2015,2014-0444-USA,2.0
664,2015-0025-USA,2015,2014-0459-USA,13.0
665,2015-0025-USA,2015,2015-0155-USA,4.0
666,2015-0025-USA,2015,2015-0138-USA,3.0
667,2015-0025-USA,2015,2015-0123-USA,1.0
668,2015-0025-USA,2015,2015-0046-USA,10.0
669,2015-0025-USA,2015,2015-0072-USA,22.0
670,2015-0025-USA,2015,2015-0026-USA,2.0
671,2015-0025-USA,2015,2015-0073-USA,30.0
672,2015-0025-USA,2015,2015-0122-USA,13.0
673,2015-0073-USA,2015,2014-0482-USA,3.0
674,2015-0073-USA,2015,2014-0459-USA,13.0
675,2015-0073-USA,2015,2015-0211-USA,4.0
676,2015-0073-USA,2015,2015-0155-USA,4.0
677,2015-0073-USA,2015,2015-0180-USA,1.0
678,2015-0073-USA,2015,2015-0138-USA,3.0
679,2015-0073-USA,2015,2015-0123-USA,1.0
680,2015-0073-USA,2015,2015-0046-USA,10.0
681,2015-0073-USA,2015,2015-0072-USA,22.0
682,2015-0073-USA,2015,2015-0026-USA,2.0
683,2015-0073-USA,2015,2015-0177-USA,6.0
684,2015-0073-USA,2015,2015-0025-USA,15.0
685,2015-0073-USA,2015,2015-0122-USA,13.0
686,2015-0122-USA,2015,2014-0482-USA,3.0
687,2015-0122-USA,2015,2015-0211-USA,4.0
688,2015-0122-USA,2015,2015-0155-USA,4.0
689,2015-0122-USA,2015,2015-0180-USA,1.0
690,2015-0122-USA,2015,2015-0245-USA,
691,2015-0122-USA,2015,2015-0138-USA,3.0
692,2015-0122-USA,2015,2015-0123-USA,1.0
693,2015-0122-USA,2015,2015-0046-USA,10.0
694,2015-0122-USA,2015,2015-0072-USA,22.0
695,2015-0122-USA,2015,2015-0026-USA,2.0
696,2015-0122-USA,2015,2015-0177-USA,6.0
697,2015-0122-USA,2015,2015-0025-USA,15.0
698,2015-0122-USA,2015,2015-0073-USA,30.0
699,2015-0186-USA,2015,2015-0212-USA,32.0
700,2015-0186-USA,2015,2015-0399-USA,
701,2015-0431-USA,2015,2015-0565-USA,31.0
702,2015-0431-USA,2015,2015-0399-USA,
703,2015-0421-USA,2015,2015-0401-USA,4.0
704,2015-0421-USA,2015,2015-0613-USA,3.0
705,2015-0421-USA,2015,2015-0312-USA,1.0
706,2015-0613-USA,2015,2015-0401-USA,4.0
707,2015-0613-USA,2015,2015-0421-USA,4.0
708,2015-0613-USA,2015,2015-0312-USA,1.0
709,2015-0312-USA,2015,2015-0401-USA,4.0
710,2015-0312-USA,2015,2015-0421-USA,4.0
711,2015-0312-USA,2015,2015-0613-USA,3.0
712,2015-0399-USA,2015,2015-0212-USA,32.0
713,2015-0399-USA,2015,2015-0186-USA,16.0
714,2015-0399-USA,2015,2015-0431-USA,19.0
715,2015-0252-VNM,2015,2015-0620-VNM,11.0
716,2015-0460-VNM,2015,2015-0292-VNM,32.0
717,2015-0484-YEM,2015,2015-0494-YEM,18.0
718,2015-0536-COD,2015,2015-0535-COD,18.0
719,2015-0536-COD,2015,2015-0549-COD,
720,2015-0549-COD,2015,2015-0535-COD,18.0
721,2015-0549-COD,2015,2015-0536-COD,31.0
722,2016-0012-USA,2016,2015-0488-USA,6.0
723,2016-0012-USA,2016,2015-0558-USA,50.0
724,2016-0012-USA,2016,2015-0531-USA,18.0
725,2016-0012-USA,2016,2015-0459-USA,25.0
726,2016-0012-USA,2016,2016-0125-USA,6.0
727,2016-0012-USA,2016,2016-0123-USA,1.0
728,2016-0012-USA,2016,2016-0086-USA,1.0
729,2016-0012-USA,2016,2016-0087-USA,
730,2016-0012-USA,2016,2016-0085-USA,7.0
731,2016-0012-USA,2016,2016-0010-USA,50.0
732,2016-0012-USA,2016,2016-0051-USA,10.0
733,2016-0012-USA,2016,2016-0550-USA,6.0
734,2016-0203-USA,2016,2016-0125-USA,6.0
735,2016-0203-USA,2016,2016-0123-USA,1.0
736,2016-0203-USA,2016,2016-0150-USA,2.0
737,2016-0203-USA,2016,2016-0086-USA,1.0
738,2016-0203-USA,2016,2016-0087-USA,
739,2016-0203-USA,2016,2016-0181-USA,9.0
740,2016-0203-USA,2016,2016-0085-USA,7.0
741,2016-0203-USA,2016,2016-0322-USA,3.0
742,2016-0203-USA,2016,2016-0550-USA,6.0
743,2016-0519-ARG,2016,2017-0104-ARG,
744,2016-0340-CHN,2016,2016-0350-CHN,35.0
745,2016-0340-CHN,2016,2016-0342-CHN,
746,2016-0340-CHN,2016,2016-0373-CHN,23.0
747,2016-0340-CHN,2016,2016-0363-CHN,
748,2016-0340-CHN,2016,2016-0364-CHN,
749,2016-0340-CHN,2016,2016-0379-CHN,
750,2016-0340-CHN,2016,2016-0371-CHN,
751,2016-0125-USA,2016,2016-0012-USA,
752,2016-0125-USA,2016,2016-0203-USA,25.0
753,2016-0125-USA,2016,2016-0123-USA,1.0
754,2016-0125-USA,2016,2016-0150-USA,2.0
755,2016-0125-USA,2016,2016-0086-USA,1.0
756,2016-0125-USA,2016,2016-0087-USA,
757,2016-0125-USA,2016,2016-0181-USA,9.0
758,2016-0125-USA,2016,2016-0085-USA,7.0
759,2016-0125-USA,2016,2016-0010-USA,50.0
760,2016-0125-USA,2016,2016-0051-USA,10.0
761,2016-0125-USA,2016,2016-0550-USA,6.0
762,2016-0350-CHN,2016,2016-0340-CHN,
763,2016-0350-CHN,2016,2016-0342-CHN,
764,2016-0350-CHN,2016,2016-0373-CHN,23.0
765,2016-0350-CHN,2016,2016-0363-CHN,
766,2016-0350-CHN,2016,2016-0364-CHN,
767,2016-0350-CHN,2016,2016-0379-CHN,
768,2016-0350-CHN,2016,2016-0371-CHN,
769,2016-0522-COL,2016,2016-0533-COL,4.0
770,2016-0522-COL,2016,2017-0223-COL,1.0
771,2016-0522-COL,2016,2017-0225-COL,
772,2016-0123-USA,2016,2016-0012-USA,
773,2016-0123-USA,2016,2016-0203-USA,25.0
774,2016-0123-USA,2016,2016-0125-USA,6.0
775,2016-0123-USA,2016,2016-0150-USA,2.0
776,2016-0123-USA,2016,2016-0086-USA,1.0
777,2016-0123-USA,2016,2016-0087-USA,
778,2016-0123-USA,2016,2016-0181-USA,9.0
779,2016-0123-USA,2016,2016-0085-USA,7.0
780,2016-0123-USA,2016,2016-0010-USA,50.0
781,2016-0123-USA,2016,2016-0051-USA,10.0
782,2016-0123-USA,2016,2016-0550-USA,6.0
783,2016-0150-USA,2016,2016-0203-USA,25.0
784,2016-0150-USA,2016,2016-0125-USA,6.0
785,2016-0150-USA,2016,2016-0123-USA,1.0
786,2016-0150-USA,2016,2016-0086-USA,1.0
787,2016-0150-USA,2016,2016-0087-USA,
788,2016-0150-USA,2016,2016-0181-USA,9.0
789,2016-0150-USA,2016,2016-0085-USA,7.0
790,2016-0150-USA,2016,2016-0051-USA,10.0
791,2016-0150-USA,2016,2016-0550-USA,6.0
792,2016-0086-USA,2016,2015-0558-USA,50.0
793,2016-0086-USA,2016,2016-0012-USA,
794,2016-0086-USA,2016,2016-0203-USA,25.0
795,2016-0086-USA,2016,2016-0125-USA,6.0
796,2016-0086-USA,2016,2016-0123-USA,1.0
797,2016-0086-USA,2016,2016-0150-USA,2.0
798,2016-0086-USA,2016,2016-0087-USA,
799,2016-0086-USA,2016,2016-0181-USA,9.0
800,2016-0086-USA,2016,2016-0085-USA,7.0
801,2016-0086-USA,2016,2016-0010-USA,50.0
802,2016-0086-USA,2016,2016-0051-USA,10.0
803,2016-0086-USA,2016,2016-0550-USA,6.0
804,2016-0087-USA,2016,2015-0558-USA,50.0
805,2016-0087-USA,2016,2016-0012-USA,
806,2016-0087-USA,2016,2016-0203-USA,25.0
807,2016-0087-USA,2016,2016-0125-USA,6.0
808,2016-0087-USA,2016,2016-0123-USA,1.0
809,2016-0087-USA,2016,2016-0150-USA,2.0
810,2016-0087-USA,2016,2016-0086-USA,1.0
811,2016-0087-USA,2016,2016-0181-USA,9.0
812,2016-0087-USA,2016,2016-0085-USA,7.0
813,2016-0087-USA,2016,2016-0010-USA,50.0
814,2016-0087-USA,2016,2016-0051-USA,10.0
815,2016-0087-USA,2016,2016-0550-USA,6.0
816,2016-0124-USA,2016,2016-0183-USA,15.0
817,2016-0124-USA,2016,2016-0170-USA,11.0
818,2016-0124-USA,2016,2016-0552-USA,5.0
819,2016-0183-USA,2016,2016-0124-USA,9.0
820,2016-0183-USA,2016,2016-0170-USA,11.0
821,2016-0183-USA,2016,2016-0292-USA,13.0
822,2016-0183-USA,2016,2016-0552-USA,5.0
823,2016-0181-USA,2016,2016-0203-USA,25.0
824,2016-0181-USA,2016,2016-0125-USA,6.0
825,2016-0181-USA,2016,2016-0123-USA,1.0
826,2016-0181-USA,2016,2016-0150-USA,2.0
827,2016-0181-USA,2016,2016-0086-USA,1.0
828,2016-0181-USA,2016,2016-0087-USA,
829,2016-0181-USA,2016,2016-0085-USA,7.0
830,2016-0181-USA,2016,2016-0051-USA,10.0
831,2016-0181-USA,2016,2016-0550-USA,6.0
832,2016-0085-USA,2016,2015-0558-USA,50.0
833,2016-0085-USA,2016,2016-0012-USA,
834,2016-0085-USA,2016,2016-0203-USA,25.0
835,2016-0085-USA,2016,2016-0125-USA,6.0
836,2016-0085-USA,2016,2016-0123-USA,1.0
837,2016-0085-USA,2016,2016-0150-USA,2.0
838,2016-0085-USA,2016,2016-0086-USA,1.0
839,2016-0085-USA,2016,2016-0087-USA,
840,2016-0085-USA,2016,2016-0181-USA,9.0
841,2016-0085-USA,2016,2016-0010-USA,50.0
842,2016-0085-USA,2016,2016-0051-USA,10.0
843,2016-0085-USA,2016,2016-0550-USA,6.0
844,2016-0342-CHN,2016,2016-0340-CHN,
845,2016-0342-CHN,2016,2016-0350-CHN,35.0
846,2016-0342-CHN,2016,2016-0373-CHN,23.0
847,2016-0342-CHN,2016,2016-0363-CHN,
848,2016-0342-CHN,2016,2016-0364-CHN,
849,2016-0342-CHN,2016,2016-0379-CHN,
850,2016-0342-CHN,2016,2016-0371-CHN,
851,2016-0010-USA,2016,2015-0488-USA,6.0
852,2016-0010-USA,2016,2015-0558-USA,50.0
853,2016-0010-USA,2016,2015-0531-USA,18.0
854,2016-0010-USA,2016,2015-0459-USA,25.0
855,2016-0010-USA,2016,2016-0012-USA,
856,2016-0010-USA,2016,2016-0125-USA,6.0
857,2016-0010-USA,2016,2016-0123-USA,1.0
858,2016-0010-USA,2016,2016-0086-USA,1.0
859,2016-0010-USA,2016,2016-0087-USA,
860,2016-0010-USA,2016,2016-0085-USA,7.0
861,2016-0010-USA,2016,2016-0051-USA,10.0
862,2016-0010-USA,2016,2016-0550-USA,6.0
863,2016-0051-USA,2016,2015-0558-USA,50.0
864,2016-0051-USA,2016,2015-0531-USA,18.0
865,2016-0051-USA,2016,2016-0012-USA,
866,2016-0051-USA,2016,2016-0125-USA,6.0
867,2016-0051-USA,2016,2016-0123-USA,1.0
868,2016-0051-USA,2016,2016-0150-USA,2.0
869,2016-0051-USA,2016,2016-0086-USA,1.0
870,2016-0051-USA,2016,2016-0087-USA,
871,2016-0051-USA,2016,2016-0181-USA,9.0
872,2016-0051-USA,2016,2016-0085-USA,7.0
873,2016-0051-USA,2016,2016-0010-USA,50.0
874,2016-0051-USA,2016,2016-0550-USA,6.0
875,2016-0256-TWN,2016,2016-0350-TWN,7.0
876,2016-0256-TWN,2016,2016-0342-TWN,
877,2016-0060-TZA,2016,2016-0028-TZA,3.0
878,2016-0060-TZA,2016,2016-0244-TZA,13.0
879,2016-0028-TZA,2016,2016-0060-TZA,
880,2016-0028-TZA,2016,2016-0244-TZA,13.0
881,2016-0244-TZA,2016,2016-0060-TZA,
882,2016-0244-TZA,2016,2016-0028-TZA,3.0
883,2016-0206-USA,2016,2016-0264-USA,2.0
884,2016-0206-USA,2016,2016-0297-USA,
885,2016-0264-USA,2016,2016-0206-USA,
886,2016-0264-USA,2016,2016-0297-USA,
887,2016-0297-USA,2016,2016-0206-USA,
888,2016-0297-USA,2016,2016-0264-USA,2.0
889,2016-0297-USA,2016,2016-0463-USA,14.0
890,2016-0170-USA,2016,2016-0124-USA,9.0
891,2016-0170-USA,2016,2016-0183-USA,15.0
892,2016-0170-USA,2016,2016-0552-USA,5.0
893,2016-0292-USA,2016,2016-0183-USA,15.0
894,2016-0292-USA,2016,2016-0331-USA,1.0
895,2016-0268-VNM,2016,2016-0379-VNM,11.0
896,2016-0268-VNM,2016,2016-0362-VNM,34.0
897,2016-0268-VNM,2016,2016-0371-VNM,25.0
898,2016-0373-CHN,2016,2016-0340-CHN,
899,2016-0373-CHN,2016,2016-0350-CHN,35.0
900,2016-0373-CHN,2016,2016-0342-CHN,
901,2016-0373-CHN,2016,2016-0363-CHN,
902,2016-0373-CHN,2016,2016-0364-CHN,
903,2016-0373-CHN,2016,2016-0379-CHN,
904,2016-0373-CHN,2016,2016-0371-CHN,
905,2016-0480-CHN,2016,2016-0526-CHN,
906,2016-0526-CHN,2016,2016-0480-CHN,1.0
907,2016-0526-CHN,2016,2017-0113-CHN,
908,2016-0363-CHN,2016,2016-0340-CHN,
909,2016-0363-CHN,2016,2016-0350-CHN,35.0
910,2016-0363-CHN,2016,2016-0342-CHN,
911,2016-0363-CHN,2016,2016-0373-CHN,23.0
912,2016-0363-CHN,2016,2016-0364-CHN,
913,2016-0363-CHN,2016,2016-0379-CHN,
914,2016-0363-CHN,2016,2016-0371-CHN,
915,2016-0364-CHN,2016,2016-0340-CHN,
916,2016-0364-CHN,2016,2016-0350-CHN,35.0
917,2016-0364-CHN,2016,2016-0342-CHN,
918,2016-0364-CHN,2016,2016-0373-CHN,23.0
919,2016-0364-CHN,2016,2016-0363-CHN,
920,2016-0364-CHN,2016,2016-0379-CHN,
921,2016-0364-CHN,2016,2016-0371-CHN,
922,2016-0379-CHN,2016,2016-0340-CHN,
923,2016-0379-CHN,2016,2016-0350-CHN,35.0
924,2016-0379-CHN,2016,2016-0342-CHN,
925,2016-0379-CHN,2016,2016-0373-CHN,23.0
926,2016-0379-CHN,2016,2016-0363-CHN,
927,2016-0379-CHN,2016,2016-0364-CHN,
928,2016-0379-CHN,2016,2016-0371-CHN,
929,2016-0371-CHN,2016,2016-0340-CHN,
930,2016-0371-CHN,2016,2016-0350-CHN,35.0
931,2016-0371-CHN,2016,2016-0342-CHN,
932,2016-0371-CHN,2016,2016-0373-CHN,23.0
933,2016-0371-CHN,2016,2016-0363-CHN,
934,2016-0371-CHN,2016,2016-0364-CHN,
935,2016-0371-CHN,2016,2016-0379-CHN,
936,2016-0376-CHN,2016,2016-0389-CHN,23.0
937,2016-0389-CHN,2016,2016-0376-CHN,23.0
938,2016-0533-COL,2016,2016-0522-COL,6.0
939,2016-0533-COL,2016,2017-0225-COL,
940,2017-0328-AUT,2017,2017-0360-AUT,2.0
941,2017-0383-DOM,2017,2017-0381-DOM,
942,2017-0286-CHN,2017,2017-0284-CHN,36.0
943,2017-0286-CHN,2017,2017-0352-CHN,8.0
944,2017-0286-CHN,2017,2017-0143-CHN,
945,2017-0286-CHN,2017,2017-0214-CHN,9.0
946,2017-0286-CHN,2017,2017-0281-CHN,
947,2017-0286-CHN,2017,2017-0326-CHN,
948,2017-0286-CHN,2017,2017-0485-CHN,12.0
949,2017-0187-CHN,2017,2017-0261-CHN,1.0
950,2017-0187-CHN,2017,2017-0169-CHN,1.0
951,2017-0187-CHN,2017,2017-0245-CHN,78.0
952,2017-0187-CHN,2017,2017-0264-CHN,13.0
953,2017-0187-CHN,2017,2017-0254-CHN,11.0
954,2017-0187-CHN,2017,2017-0287-CHN,12.0
955,2017-0187-CHN,2017,2017-0372-CHN,40.0
956,2017-0187-CHN,2017,2017-0398-CHN,16.0
957,2017-0187-CHN,2017,2017-0476-CHN,18.0
958,2017-0187-CHN,2017,2017-0568-CHN,8.0
959,2017-0215-COL,2017,2017-0223-COL,1.0
960,2017-0215-COL,2017,2017-0225-COL,
961,2017-0038-AFG,2017,2017-0071-AFG,36.0
962,2017-0071-AFG,2017,2017-0038-AFG,31.0
963,2017-0261-CHN,2017,2017-0187-CHN,10.0
964,2017-0261-CHN,2017,2017-0169-CHN,1.0
965,2017-0261-CHN,2017,2017-0245-CHN,78.0
966,2017-0261-CHN,2017,2017-0264-CHN,13.0
967,2017-0261-CHN,2017,2017-0463-CHN,23.0
968,2017-0261-CHN,2017,2017-0254-CHN,11.0
969,2017-0261-CHN,2017,2017-0287-CHN,12.0
970,2017-0261-CHN,2017,2017-0372-CHN,40.0
971,2017-0261-CHN,2017,2017-0398-CHN,16.0
972,2017-0261-CHN,2017,2017-0476-CHN,18.0
973,2017-0261-CHN,2017,2017-0568-CHN,8.0
974,2017-0185-CHL,2017,2017-0218-CHL,2.0
975,2017-0055-CHL,2017,2017-0218-CHL,2.0
976,2017-0331-CHN,2017,2017-0124-CHN,8.0
977,2017-0331-CHN,2017,2017-0513-CHN,
978,2017-0169-CHN,2017,2017-0187-CHN,10.0
979,2017-0169-CHN,2017,2017-0261-CHN,1.0
980,2017-0169-CHN,2017,2017-0245-CHN,78.0
981,2017-0169-CHN,2017,2017-0264-CHN,13.0
982,2017-0169-CHN,2017,2017-0254-CHN,11.0
983,2017-0169-CHN,2017,2017-0287-CHN,12.0
984,2017-0169-CHN,2017,2017-0372-CHN,40.0
985,2017-0169-CHN,2017,2017-0476-CHN,18.0
986,2017-0169-CHN,2017,2017-0568-CHN,8.0
987,2017-0245-CHN,2017,2017-0187-CHN,10.0
988,2017-0245-CHN,2017,2017-0261-CHN,1.0
989,2017-0245-CHN,2017,2017-0169-CHN,1.0
990,2017-0245-CHN,2017,2017-0264-CHN,13.0
991,2017-0245-CHN,2017,2017-0254-CHN,11.0
992,2017-0245-CHN,2017,2017-0287-CHN,12.0
993,2017-0245-CHN,2017,2017-0372-CHN,40.0
994,2017-0245-CHN,2017,2017-0398-CHN,16.0
995,2017-0245-CHN,2017,2017-0476-CHN,18.0
996,2017-0245-CHN,2017,2017-0568-CHN,8.0
997,2017-0264-CHN,2017,2017-0187-CHN,10.0
998,2017-0264-CHN,2017,2017-0261-CHN,1.0
999,2017-0264-CHN,2017,2017-0169-CHN,1.0
1000,2017-0264-CHN,2017,2017-0245-CHN,78.0
1001,2017-0264-CHN,2017,2017-0463-CHN,23.0
1002,2017-0264-CHN,2017,2017-0254-CHN,11.0
1003,2017-0264-CHN,2017,2017-0287-CHN,12.0
1004,2017-0264-CHN,2017,2017-0372-CHN,40.0
1005,2017-0264-CHN,2017,2017-0398-CHN,16.0
1006,2017-0264-CHN,2017,2017-0476-CHN,18.0
1007,2017-0264-CHN,2017,2017-0568-CHN,8.0
1008,2017-0182-GRC,2017,2017-0280-GRC,2.0
1009,2017-0280-GRC,2017,2017-0182-GRC,1.0
1010,2017-0284-CHN,2017,2017-0286-CHN,19.0
1011,2017-0284-CHN,2017,2017-0352-CHN,8.0
1012,2017-0284-CHN,2017,2017-0143-CHN,
1013,2017-0284-CHN,2017,2017-0214-CHN,9.0
1014,2017-0284-CHN,2017,2017-0281-CHN,
1015,2017-0284-CHN,2017,2017-0326-CHN,
1016,2017-0284-CHN,2017,2017-0485-CHN,12.0
1017,2017-0360-DEU,2017,2017-0565-DEU,2.0
1018,2017-0463-CHN,2017,2017-0261-CHN,1.0
1019,2017-0463-CHN,2017,2017-0264-CHN,13.0
